                                                                                                                                                                     
{'loss': 10.8006, 'grad_norm': 2.65625, 'learning_rate': 5e-07, 'epoch': 0.0}
{'loss': 2.0656, 'grad_norm': 0.125, 'learning_rate': 0.00011157178572993276, 'epoch': 0.7}
{'loss': 2.0336, 'grad_norm': 0.1240234375, 'learning_rate': 0.00011153736619719076, 'epoch': 0.7}
{'loss': 2.0139, 'grad_norm': 0.12353515625, 'learning_rate': 0.00011150295044996514, 'epoch': 0.7}
{'loss': 2.0604, 'grad_norm': 0.12451171875, 'learning_rate': 0.00011146853848919673, 'epoch': 0.7}
{'loss': 2.0408, 'grad_norm': 0.1259765625, 'learning_rate': 0.00011143413031582644, 'epoch': 0.7}
{'loss': 2.0252, 'grad_norm': 0.1259765625, 'learning_rate': 0.00011139972593079506, 'epoch': 0.7}
{'loss': 2.027, 'grad_norm': 0.125, 'learning_rate': 0.0001113653253350431, 'epoch': 0.7}
{'loss': 2.0492, 'grad_norm': 0.126953125, 'learning_rate': 0.00011133092852951107, 'epoch': 0.7}
{'loss': 2.0219, 'grad_norm': 0.125, 'learning_rate': 0.00011129653551513927, 'epoch': 0.7}
{'loss': 2.069, 'grad_norm': 0.125, 'learning_rate': 0.00011126214629286815, 'epoch': 0.7}
{'loss': 2.026, 'grad_norm': 0.123046875, 'learning_rate': 0.00011122776086363784, 'epoch': 0.7}
{'loss': 1.9703, 'grad_norm': 0.1240234375, 'learning_rate': 0.00011119337922838832, 'epoch': 0.7}
{'loss': 2.0804, 'grad_norm': 0.1259765625, 'learning_rate': 0.00011115900138805976, 'epoch': 0.7}
{'loss': 1.9951, 'grad_norm': 0.12158203125, 'learning_rate': 0.00011112462734359186, 'epoch': 0.7}
{'loss': 2.0212, 'grad_norm': 0.12890625, 'learning_rate': 0.00011109025709592466, 'epoch': 0.7}
{'loss': 2.0477, 'grad_norm': 0.1259765625, 'learning_rate': 0.00011105589064599744, 'epoch': 0.7}
{'loss': 1.9993, 'grad_norm': 0.12451171875, 'learning_rate': 0.00011102152799475007, 'epoch': 0.7}
{'loss': 1.961, 'grad_norm': 0.1240234375, 'learning_rate': 0.00011098716914312184, 'epoch': 0.7}
{'loss': 2.0102, 'grad_norm': 0.12255859375, 'learning_rate': 0.00011095281409205227, 'epoch': 0.7}
{'loss': 2.0628, 'grad_norm': 0.1240234375, 'learning_rate': 0.0001109184628424805, 'epoch': 0.7}
{'loss': 2.0273, 'grad_norm': 0.125, 'learning_rate': 0.00011088411539534563, 'epoch': 0.7}
{'loss': 2.0247, 'grad_norm': 0.1279296875, 'learning_rate': 0.00011084977175158687, 'epoch': 0.7}
{'loss': 2.0219, 'grad_norm': 0.12255859375, 'learning_rate': 0.00011081543191214308, 'epoch': 0.7}
{'loss': 2.0523, 'grad_norm': 0.1240234375, 'learning_rate': 0.0001107810958779531, 'epoch': 0.7}
{'loss': 2.0293, 'grad_norm': 0.126953125, 'learning_rate': 0.00011074676364995554, 'epoch': 0.7}
{'loss': 2.0538, 'grad_norm': 0.1279296875, 'learning_rate': 0.00011071243522908917, 'epoch': 0.7}
{'loss': 2.014, 'grad_norm': 0.1259765625, 'learning_rate': 0.00011067811061629257, 'epoch': 0.7}
{'loss': 2.0276, 'grad_norm': 0.12255859375, 'learning_rate': 0.00011064378981250409, 'epoch': 0.7}
{'loss': 2.0251, 'grad_norm': 0.12451171875, 'learning_rate': 0.00011060947281866204, 'epoch': 0.7}
{'loss': 2.0345, 'grad_norm': 0.1279296875, 'learning_rate': 0.00011057515963570452, 'epoch': 0.7}
{'loss': 2.0138, 'grad_norm': 0.12451171875, 'learning_rate': 0.00011054085026456989, 'epoch': 0.7}
{'loss': 2.0771, 'grad_norm': 0.125, 'learning_rate': 0.000110506544706196, 'epoch': 0.7}
{'loss': 2.0722, 'grad_norm': 0.1259765625, 'learning_rate': 0.0001104722429615207, 'epoch': 0.7}
{'loss': 2.0318, 'grad_norm': 0.1259765625, 'learning_rate': 0.00011043794503148194, 'epoch': 0.7}
{'loss': 2.1029, 'grad_norm': 0.126953125, 'learning_rate': 0.00011040365091701723, 'epoch': 0.7}
{'loss': 2.03, 'grad_norm': 0.123046875, 'learning_rate': 0.00011036936061906444, 'epoch': 0.7}
{'loss': 2.0509, 'grad_norm': 0.12451171875, 'learning_rate': 0.0001103350741385607, 'epoch': 0.7}
{'loss': 2.0299, 'grad_norm': 0.12353515625, 'learning_rate': 0.00011030079147644356, 'epoch': 0.7}
{'loss': 2.028, 'grad_norm': 0.12109375, 'learning_rate': 0.00011026651263365042, 'epoch': 0.7}
{'loss': 2.0192, 'grad_norm': 0.12255859375, 'learning_rate': 0.0001102322376111183, 'epoch': 0.7}
{'loss': 2.0485, 'grad_norm': 0.123046875, 'learning_rate': 0.0001101979664097843, 'epoch': 0.7}
{'loss': 2.0215, 'grad_norm': 0.125, 'learning_rate': 0.0001101636990305853, 'epoch': 0.7}
{'loss': 2.0248, 'grad_norm': 0.12451171875, 'learning_rate': 0.00011012943547445828, 'epoch': 0.7}
{'loss': 2.0463, 'grad_norm': 0.12353515625, 'learning_rate': 0.00011009517574233999, 'epoch': 0.7}
{'loss': 2.0424, 'grad_norm': 0.125, 'learning_rate': 0.00011006091983516695, 'epoch': 0.7}
{'loss': 1.9809, 'grad_norm': 0.125, 'learning_rate': 0.00011002666775387584, 'epoch': 0.7}
{'loss': 2.0364, 'grad_norm': 0.125, 'learning_rate': 0.00010999241949940297, 'epoch': 0.7}
{'loss': 2.04, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010995817507268489, 'epoch': 0.7}
{'loss': 2.1248, 'grad_norm': 0.126953125, 'learning_rate': 0.00010992393447465762, 'epoch': 0.7}
{'loss': 2.1164, 'grad_norm': 0.12451171875, 'learning_rate': 0.00010988969770625732, 'epoch': 0.7}
{'loss': 2.0117, 'grad_norm': 0.12353515625, 'learning_rate': 0.00010985546476842012, 'epoch': 0.7}
{'loss': 2.048, 'grad_norm': 0.1279296875, 'learning_rate': 0.00010982123566208185, 'epoch': 0.7}
{'loss': 1.996, 'grad_norm': 0.125, 'learning_rate': 0.00010978701038817834, 'epoch': 0.71}
{'loss': 2.0244, 'grad_norm': 0.123046875, 'learning_rate': 0.00010975278894764523, 'epoch': 0.71}
{'loss': 2.0494, 'grad_norm': 0.1240234375, 'learning_rate': 0.00010971857134141825, 'epoch': 0.71}
{'loss': 2.0513, 'grad_norm': 0.1279296875, 'learning_rate': 0.00010968435757043274, 'epoch': 0.71}
{'loss': 2.1054, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010965014763562425, 'epoch': 0.71}
{'loss': 2.0568, 'grad_norm': 0.125, 'learning_rate': 0.00010961594153792803, 'epoch': 0.71}
{'loss': 2.0384, 'grad_norm': 0.1240234375, 'learning_rate': 0.0001095817392782791, 'epoch': 0.71}
{'loss': 2.0567, 'grad_norm': 0.12353515625, 'learning_rate': 0.00010954754085761279, 'epoch': 0.71}
{'loss': 2.0177, 'grad_norm': 0.12158203125, 'learning_rate': 0.00010951334627686393, 'epoch': 0.71}
{'loss': 2.0396, 'grad_norm': 0.12255859375, 'learning_rate': 0.0001094791555369674, 'epoch': 0.71}
{'loss': 2.0018, 'grad_norm': 0.1240234375, 'learning_rate': 0.00010944496863885792, 'epoch': 0.71}
{'loss': 2.0288, 'grad_norm': 0.12451171875, 'learning_rate': 0.00010941078558347014, 'epoch': 0.71}
{'loss': 1.9572, 'grad_norm': 0.125, 'learning_rate': 0.00010937660637173888, 'epoch': 0.71}
{'loss': 2.044, 'grad_norm': 0.12451171875, 'learning_rate': 0.00010934243100459818, 'epoch': 0.71}
{'loss': 2.0307, 'grad_norm': 0.1220703125, 'learning_rate': 0.00010930825948298264, 'epoch': 0.71}
{'loss': 2.0374, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010927409180782638, 'epoch': 0.71}
{'loss': 2.0421, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010923992798006366, 'epoch': 0.71}
{'loss': 2.0732, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010920576800062842, 'epoch': 0.71}
{'loss': 2.0075, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010917161187045449, 'epoch': 0.71}
{'loss': 2.0649, 'grad_norm': 0.12451171875, 'learning_rate': 0.00010913745959047589, 'epoch': 0.71}
{'loss': 2.0079, 'grad_norm': 0.1201171875, 'learning_rate': 0.00010910331116162623, 'epoch': 0.71}
{'loss': 2.1271, 'grad_norm': 0.1279296875, 'learning_rate': 0.00010906916658483909, 'epoch': 0.71}
{'loss': 2.0656, 'grad_norm': 0.12451171875, 'learning_rate': 0.00010903502586104791, 'epoch': 0.71}
{'loss': 2.0256, 'grad_norm': 0.12255859375, 'learning_rate': 0.00010900088899118616, 'epoch': 0.71}
{'loss': 2.0363, 'grad_norm': 0.123046875, 'learning_rate': 0.00010896675597618725, 'epoch': 0.71}
{'loss': 2.0989, 'grad_norm': 0.1279296875, 'learning_rate': 0.00010893262681698422, 'epoch': 0.71}
{'loss': 2.0083, 'grad_norm': 0.1220703125, 'learning_rate': 0.00010889850151451016, 'epoch': 0.71}
{'loss': 2.0821, 'grad_norm': 0.1279296875, 'learning_rate': 0.00010886438006969801, 'epoch': 0.71}
{'loss': 2.0727, 'grad_norm': 0.12451171875, 'learning_rate': 0.00010883026248348076, 'epoch': 0.71}
{'loss': 2.0589, 'grad_norm': 0.1240234375, 'learning_rate': 0.00010879614875679109, 'epoch': 0.71}
{'loss': 1.9966, 'grad_norm': 0.123046875, 'learning_rate': 0.00010876203889056157, 'epoch': 0.71}
{'loss': 2.0336, 'grad_norm': 0.12255859375, 'learning_rate': 0.00010872793288572497, 'epoch': 0.71}
{'loss': 2.0274, 'grad_norm': 0.1220703125, 'learning_rate': 0.00010869383074321352, 'epoch': 0.71}
{'loss': 2.0495, 'grad_norm': 0.125, 'learning_rate': 0.0001086597324639598, 'epoch': 0.71}
{'loss': 2.0629, 'grad_norm': 0.1240234375, 'learning_rate': 0.00010862563804889573, 'epoch': 0.71}
{'loss': 2.0403, 'grad_norm': 0.125, 'learning_rate': 0.00010859154749895358, 'epoch': 0.71}
{'loss': 2.0812, 'grad_norm': 0.126953125, 'learning_rate': 0.0001085574608150655, 'epoch': 0.71}
{'loss': 2.0661, 'grad_norm': 0.125, 'learning_rate': 0.00010852337799816333, 'epoch': 0.71}
{'loss': 2.0696, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010848929904917884, 'epoch': 0.71}
{'loss': 2.0133, 'grad_norm': 0.12109375, 'learning_rate': 0.00010845522396904367, 'epoch': 0.71}
{'loss': 2.0366, 'grad_norm': 0.1240234375, 'learning_rate': 0.00010842115275868958, 'epoch': 0.71}
{'loss': 2.1059, 'grad_norm': 0.12353515625, 'learning_rate': 0.00010838708541904796, 'epoch': 0.71}
{'loss': 2.0835, 'grad_norm': 0.12451171875, 'learning_rate': 0.00010835302195105017, 'epoch': 0.71}
{'loss': 2.0573, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010831896235562763, 'epoch': 0.71}
{'loss': 2.0517, 'grad_norm': 0.1279296875, 'learning_rate': 0.00010828490663371133, 'epoch': 0.71}
{'loss': 2.0778, 'grad_norm': 0.1240234375, 'learning_rate': 0.00010825085478623253, 'epoch': 0.71}
{'loss': 2.0682, 'grad_norm': 0.1279296875, 'learning_rate': 0.00010821680681412213, 'epoch': 0.71}
{'loss': 1.9945, 'grad_norm': 0.12158203125, 'learning_rate': 0.00010818276271831093, 'epoch': 0.71}
{'loss': 2.0224, 'grad_norm': 0.1279296875, 'learning_rate': 0.00010814872249972965, 'epoch': 0.71}
{'loss': 1.9942, 'grad_norm': 0.12890625, 'learning_rate': 0.00010811468615930911, 'epoch': 0.71}
{'loss': 2.0421, 'grad_norm': 0.1240234375, 'learning_rate': 0.00010808065369797973, 'epoch': 0.71}
{'loss': 2.0712, 'grad_norm': 0.1279296875, 'learning_rate': 0.00010804662511667187, 'epoch': 0.71}
{'loss': 2.0432, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010801260041631605, 'epoch': 0.71}
{'loss': 2.1057, 'grad_norm': 0.12890625, 'learning_rate': 0.0001079785795978423, 'epoch': 0.71}
{'loss': 2.0673, 'grad_norm': 0.126953125, 'learning_rate': 0.00010794456266218092, 'epoch': 0.71}
{'loss': 2.0548, 'grad_norm': 0.12353515625, 'learning_rate': 0.0001079105496102618, 'epoch': 0.71}
{'loss': 2.0054, 'grad_norm': 0.12158203125, 'learning_rate': 0.00010787654044301481, 'epoch': 0.71}
{'loss': 2.0079, 'grad_norm': 0.12158203125, 'learning_rate': 0.0001078425351613699, 'epoch': 0.71}
{'loss': 2.0515, 'grad_norm': 0.1240234375, 'learning_rate': 0.00010780853376625668, 'epoch': 0.71}
{'loss': 1.9733, 'grad_norm': 0.123046875, 'learning_rate': 0.00010777453625860473, 'epoch': 0.71}
{'loss': 2.061, 'grad_norm': 0.125, 'learning_rate': 0.00010774054263934341, 'epoch': 0.71}
{'loss': 2.0524, 'grad_norm': 0.12158203125, 'learning_rate': 0.00010770655290940224, 'epoch': 0.71}
{'loss': 2.0851, 'grad_norm': 0.12451171875, 'learning_rate': 0.0001076725670697106, 'epoch': 0.71}
{'loss': 2.0405, 'grad_norm': 0.1220703125, 'learning_rate': 0.00010763858512119737, 'epoch': 0.71}
{'loss': 2.0234, 'grad_norm': 0.125, 'learning_rate': 0.00010760460706479181, 'epoch': 0.71}
{'loss': 2.0635, 'grad_norm': 0.1279296875, 'learning_rate': 0.00010757063290142269, 'epoch': 0.71}
{'loss': 2.0657, 'grad_norm': 0.12451171875, 'learning_rate': 0.00010753666263201906, 'epoch': 0.71}
{'loss': 2.0471, 'grad_norm': 0.126953125, 'learning_rate': 0.00010750269625750955, 'epoch': 0.71}
{'loss': 2.039, 'grad_norm': 0.12451171875, 'learning_rate': 0.00010746873377882272, 'epoch': 0.71}
{'loss': 2.0608, 'grad_norm': 0.134765625, 'learning_rate': 0.00010743477519688725, 'epoch': 0.71}
{'loss': 2.0557, 'grad_norm': 0.12451171875, 'learning_rate': 0.00010740082051263145, 'epoch': 0.71}
{'loss': 2.0815, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010736686972698364, 'epoch': 0.71}
{'loss': 2.0495, 'grad_norm': 0.12060546875, 'learning_rate': 0.00010733292284087195, 'epoch': 0.71}
{'loss': 2.0404, 'grad_norm': 0.1240234375, 'learning_rate': 0.00010729897985522455, 'epoch': 0.71}
{'loss': 2.0882, 'grad_norm': 0.1240234375, 'learning_rate': 0.00010726504077096952, 'epoch': 0.71}
{'loss': 2.0488, 'grad_norm': 0.12109375, 'learning_rate': 0.00010723110558903464, 'epoch': 0.71}
{'loss': 2.0075, 'grad_norm': 0.12353515625, 'learning_rate': 0.00010719717431034773, 'epoch': 0.71}
{'loss': 2.032, 'grad_norm': 0.125, 'learning_rate': 0.00010716324693583631, 'epoch': 0.71}
{'loss': 2.0335, 'grad_norm': 0.12451171875, 'learning_rate': 0.00010712932346642817, 'epoch': 0.71}
{'loss': 2.0501, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010709540390305062, 'epoch': 0.71}
{'loss': 2.0258, 'grad_norm': 0.1240234375, 'learning_rate': 0.00010706148824663097, 'epoch': 0.71}
{'loss': 2.0654, 'grad_norm': 0.12451171875, 'learning_rate': 0.00010702757649809663, 'epoch': 0.71}
{'loss': 2.0142, 'grad_norm': 0.12255859375, 'learning_rate': 0.00010699366865837454, 'epoch': 0.71}
{'loss': 2.0924, 'grad_norm': 0.1240234375, 'learning_rate': 0.000106959764728392, 'epoch': 0.71}
{'loss': 2.0837, 'grad_norm': 0.12451171875, 'learning_rate': 0.00010692586470907555, 'epoch': 0.71}
{'loss': 2.1225, 'grad_norm': 0.12451171875, 'learning_rate': 0.00010689196860135234, 'epoch': 0.71}
{'loss': 2.078, 'grad_norm': 0.126953125, 'learning_rate': 0.00010685807640614884, 'epoch': 0.71}
{'loss': 2.0223, 'grad_norm': 0.12353515625, 'learning_rate': 0.00010682418812439182, 'epoch': 0.71}
{'loss': 2.0663, 'grad_norm': 0.125, 'learning_rate': 0.00010679030375700775, 'epoch': 0.71}
{'loss': 2.0767, 'grad_norm': 0.125, 'learning_rate': 0.00010675642330492286, 'epoch': 0.71}
{'loss': 2.056, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010672254676906362, 'epoch': 0.71}
{'loss': 2.0636, 'grad_norm': 0.1220703125, 'learning_rate': 0.00010668867415035616, 'epoch': 0.71}
{'loss': 2.056, 'grad_norm': 0.1240234375, 'learning_rate': 0.00010665480544972647, 'epoch': 0.71}
{'loss': 2.0738, 'grad_norm': 0.1279296875, 'learning_rate': 0.0001066209406681005, 'epoch': 0.71}
{'loss': 2.0073, 'grad_norm': 0.1220703125, 'learning_rate': 0.00010658707980640411, 'epoch': 0.71}
{'loss': 1.9957, 'grad_norm': 0.123046875, 'learning_rate': 0.00010655322286556318, 'epoch': 0.71}
{'loss': 1.9536, 'grad_norm': 0.123046875, 'learning_rate': 0.00010651936984650326, 'epoch': 0.71}
{'loss': 2.0516, 'grad_norm': 0.1279296875, 'learning_rate': 0.00010648552075014986, 'epoch': 0.71}
{'loss': 2.0609, 'grad_norm': 0.1279296875, 'learning_rate': 0.0001064516755774283, 'epoch': 0.71}
{'loss': 2.0666, 'grad_norm': 0.12451171875, 'learning_rate': 0.0001064178343292641, 'epoch': 0.71}
{'loss': 2.0113, 'grad_norm': 0.12255859375, 'learning_rate': 0.00010638399700658238, 'epoch': 0.71}
{'loss': 2.042, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010635016361030813, 'epoch': 0.71}
{'loss': 2.0803, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010631633414136654, 'epoch': 0.71}
{'loss': 2.0366, 'grad_norm': 0.125, 'learning_rate': 0.00010628250860068228, 'epoch': 0.71}
{'loss': 2.074, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010624868698918044, 'epoch': 0.71}
{'loss': 2.0195, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010621486930778531, 'epoch': 0.71}
{'loss': 2.0572, 'grad_norm': 0.1240234375, 'learning_rate': 0.00010618105555742164, 'epoch': 0.71}
{'loss': 2.0705, 'grad_norm': 0.126953125, 'learning_rate': 0.00010614724573901396, 'epoch': 0.71}
{'loss': 2.0849, 'grad_norm': 0.125, 'learning_rate': 0.00010611343985348657, 'epoch': 0.71}
{'loss': 2.0965, 'grad_norm': 0.125, 'learning_rate': 0.00010607963790176364, 'epoch': 0.71}
{'loss': 2.0488, 'grad_norm': 0.125, 'learning_rate': 0.00010604583988476927, 'epoch': 0.71}
{'loss': 2.0367, 'grad_norm': 0.125, 'learning_rate': 0.00010601204580342763, 'epoch': 0.71}
{'loss': 2.0024, 'grad_norm': 0.1259765625, 'learning_rate': 0.0001059782556586626, 'epoch': 0.71}
{'loss': 1.9862, 'grad_norm': 0.12353515625, 'learning_rate': 0.00010594446945139783, 'epoch': 0.71}
{'loss': 2.0477, 'grad_norm': 0.125, 'learning_rate': 0.00010591068718255726, 'epoch': 0.71}
{'loss': 2.0182, 'grad_norm': 0.12353515625, 'learning_rate': 0.00010587690885306425, 'epoch': 0.71}
{'loss': 2.0776, 'grad_norm': 0.1279296875, 'learning_rate': 0.00010584313446384252, 'epoch': 0.71}
{'loss': 1.9964, 'grad_norm': 0.126953125, 'learning_rate': 0.00010580936401581534, 'epoch': 0.71}
{'loss': 2.0741, 'grad_norm': 0.125, 'learning_rate': 0.00010577559750990587, 'epoch': 0.71}
{'loss': 2.0333, 'grad_norm': 0.1220703125, 'learning_rate': 0.00010574183494703748, 'epoch': 0.71}
{'loss': 2.0662, 'grad_norm': 0.125, 'learning_rate': 0.00010570807632813312, 'epoch': 0.71}
{'loss': 2.0304, 'grad_norm': 0.1298828125, 'learning_rate': 0.00010567432165411576, 'epoch': 0.71}
{'loss': 2.0151, 'grad_norm': 0.1220703125, 'learning_rate': 0.00010564057092590812, 'epoch': 0.71}
{'loss': 2.0283, 'grad_norm': 0.12353515625, 'learning_rate': 0.00010560682414443315, 'epoch': 0.71}
{'loss': 2.1277, 'grad_norm': 0.130859375, 'learning_rate': 0.00010557308131061325, 'epoch': 0.71}
{'loss': 2.0223, 'grad_norm': 0.126953125, 'learning_rate': 0.00010553934242537113, 'epoch': 0.71}
{'loss': 2.0273, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010550560748962914, 'epoch': 0.71}
{'loss': 2.0302, 'grad_norm': 0.125, 'learning_rate': 0.00010547187650430947, 'epoch': 0.71}
{'loss': 2.0466, 'grad_norm': 0.1279296875, 'learning_rate': 0.00010543814947033448, 'epoch': 0.71}
{'loss': 2.0616, 'grad_norm': 0.12451171875, 'learning_rate': 0.00010540442638862618, 'epoch': 0.71}
{'loss': 2.1011, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010537070726010654, 'epoch': 0.71}
{'loss': 2.0939, 'grad_norm': 0.1240234375, 'learning_rate': 0.00010533699208569733, 'epoch': 0.71}
{'loss': 2.0745, 'grad_norm': 0.1318359375, 'learning_rate': 0.0001053032808663204, 'epoch': 0.71}
{'loss': 2.0807, 'grad_norm': 0.126953125, 'learning_rate': 0.0001052695736028976, 'epoch': 0.71}
{'loss': 2.0455, 'grad_norm': 0.1298828125, 'learning_rate': 0.00010523587029635013, 'epoch': 0.71}
{'loss': 2.0175, 'grad_norm': 0.123046875, 'learning_rate': 0.00010520217094759962, 'epoch': 0.71}
{'loss': 2.0525, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010516847555756732, 'epoch': 0.71}
{'loss': 1.9822, 'grad_norm': 0.12158203125, 'learning_rate': 0.00010513478412717453, 'epoch': 0.71}
{'loss': 2.0664, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010510109665734235, 'epoch': 0.71}
{'loss': 2.0405, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010506741314899165, 'epoch': 0.71}
{'loss': 2.006, 'grad_norm': 0.1220703125, 'learning_rate': 0.00010503373360304353, 'epoch': 0.71}
{'loss': 2.0658, 'grad_norm': 0.126953125, 'learning_rate': 0.00010500005802041867, 'epoch': 0.71}
{'loss': 2.0641, 'grad_norm': 0.12451171875, 'learning_rate': 0.00010496638640203774, 'epoch': 0.71}
{'loss': 2.0876, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010493271874882123, 'epoch': 0.71}
{'loss': 2.0134, 'grad_norm': 0.12255859375, 'learning_rate': 0.0001048990550616897, 'epoch': 0.71}
{'loss': 1.9698, 'grad_norm': 0.12109375, 'learning_rate': 0.00010486539534156356, 'epoch': 0.71}
{'loss': 2.0627, 'grad_norm': 0.1279296875, 'learning_rate': 0.00010483173958936302, 'epoch': 0.71}
{'loss': 2.1109, 'grad_norm': 0.126953125, 'learning_rate': 0.00010479808780600816, 'epoch': 0.71}
{'loss': 2.0427, 'grad_norm': 0.1240234375, 'learning_rate': 0.00010476443999241894, 'epoch': 0.71}
{'loss': 2.0356, 'grad_norm': 0.12158203125, 'learning_rate': 0.00010473079614951545, 'epoch': 0.71}
{'loss': 2.0302, 'grad_norm': 0.12451171875, 'learning_rate': 0.00010469715627821744, 'epoch': 0.71}
{'loss': 2.0676, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010466352037944449, 'epoch': 0.71}
{'loss': 2.0145, 'grad_norm': 0.1220703125, 'learning_rate': 0.00010462988845411637, 'epoch': 0.71}
{'loss': 2.0516, 'grad_norm': 0.123046875, 'learning_rate': 0.0001045962605031524, 'epoch': 0.71}
{'loss': 2.0231, 'grad_norm': 0.1220703125, 'learning_rate': 0.00010456263652747224, 'epoch': 0.71}
{'loss': 2.0837, 'grad_norm': 0.13671875, 'learning_rate': 0.00010452901652799477, 'epoch': 0.71}
{'loss': 2.0744, 'grad_norm': 0.12890625, 'learning_rate': 0.00010449540050563932, 'epoch': 0.71}
{'loss': 2.0294, 'grad_norm': 0.1220703125, 'learning_rate': 0.0001044617884613251, 'epoch': 0.71}
{'loss': 2.0507, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010442818039597085, 'epoch': 0.71}
{'loss': 2.0762, 'grad_norm': 0.125, 'learning_rate': 0.00010439457631049548, 'epoch': 0.71}
{'loss': 2.0859, 'grad_norm': 0.1279296875, 'learning_rate': 0.00010436097620581761, 'epoch': 0.71}
{'loss': 2.0403, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010432738008285602, 'epoch': 0.71}
{'loss': 2.027, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010429378794252911, 'epoch': 0.71}
{'loss': 1.9942, 'grad_norm': 0.123046875, 'learning_rate': 0.00010426019978575524, 'epoch': 0.71}
{'loss': 2.0435, 'grad_norm': 0.126953125, 'learning_rate': 0.00010422661561345283, 'epoch': 0.71}
{'loss': 2.0559, 'grad_norm': 0.125, 'learning_rate': 0.00010419303542653991, 'epoch': 0.71}
{'loss': 2.0615, 'grad_norm': 0.1240234375, 'learning_rate': 0.0001041594592259347, 'epoch': 0.71}
{'loss': 2.0394, 'grad_norm': 0.1259765625, 'learning_rate': 0.0001041258870125551, 'epoch': 0.71}
{'loss': 2.0731, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010409231878731892, 'epoch': 0.71}
{'loss': 2.031, 'grad_norm': 0.123046875, 'learning_rate': 0.00010405875455114386, 'epoch': 0.71}
{'loss': 2.058, 'grad_norm': 0.1240234375, 'learning_rate': 0.0001040251943049477, 'epoch': 0.71}
{'loss': 2.0287, 'grad_norm': 0.12109375, 'learning_rate': 0.0001039916380496479, 'epoch': 0.71}
{'loss': 2.0454, 'grad_norm': 0.12451171875, 'learning_rate': 0.00010395808578616178, 'epoch': 0.71}
{'loss': 2.0172, 'grad_norm': 0.1240234375, 'learning_rate': 0.00010392453751540678, 'epoch': 0.71}
{'loss': 2.048, 'grad_norm': 0.123046875, 'learning_rate': 0.00010389099323830001, 'epoch': 0.71}
{'loss': 2.0916, 'grad_norm': 0.125, 'learning_rate': 0.00010385745295575865, 'epoch': 0.71}
{'loss': 2.0563, 'grad_norm': 0.125, 'learning_rate': 0.00010382391666869964, 'epoch': 0.71}
{'loss': 2.0044, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010379038437803973, 'epoch': 0.71}
{'loss': 2.014, 'grad_norm': 0.123046875, 'learning_rate': 0.00010375685608469588, 'epoch': 0.71}
{'loss': 2.0328, 'grad_norm': 0.125, 'learning_rate': 0.00010372333178958463, 'epoch': 0.71}
{'loss': 2.0822, 'grad_norm': 0.1259765625, 'learning_rate': 0.00010368981149362256, 'epoch': 0.71}
{'loss': 2.0653, 'grad_norm': 0.126953125, 'learning_rate': 0.00010365629519772596, 'epoch': 0.71}
{'loss': 2.078, 'grad_norm': 0.126953125, 'learning_rate': 0.0001036227829028113, 'epoch': 0.71}
{'loss': 2.0199, 'grad_norm': 0.1240234375, 'learning_rate': 0.00010358927460979492, 'epoch': 0.71}
{'loss': 2.0979, 'grad_norm': 0.1298828125, 'learning_rate': 0.0001035557703195926, 'epoch': 0.71}
{'loss': 2.0671, 'grad_norm': 0.125, 'learning_rate': 0.00010352227003312057, 'epoch': 0.71}
{'loss': 1.9983, 'grad_norm': 0.12451171875, 'learning_rate': 0.00010348877375129459, 'epoch': 0.71}
{'loss': 2.0609, 'grad_norm': 0.15625, 'learning_rate': 0.00010345528147503056, 'epoch': 0.71}
{'loss': 2.0875, 'grad_norm': 0.1240234375, 'learning_rate': 0.00010342179320524408, 'epoch': 0.71}
{'loss': 2.0444, 'grad_norm': 0.125, 'learning_rate': 0.00010338830894285065, 'epoch': 0.71}
{'loss': 2.0239, 'grad_norm': 0.125, 'learning_rate': 0.00010335482868876583, 'epoch': 0.71}
